City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,district,mandal,rainfall,temp_min,temp_max,humidity_min,humidity_max,wind_speed_min,wind_speed_max
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Amberpet,0.0,10.6,31.1,24.9,67.5,0.0,1.1
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Amberpet,0.0,10.6,31.1,24.9,67.5,0.0,1.1
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Ameerpet,0.0,15.1,30.2,21.3,48.2,0.0,0.1
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Ameerpet,0.0,15.1,30.2,21.3,48.2,0.0,0.1
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Asifnagar,0.0,12.1,29.5,22.5,80.9,0.0,1.4
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Asifnagar,0.0,12.1,29.5,22.5,80.9,0.0,1.4
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Bahadurpura,0.0,9.4,26.8,18.8,75.8,0.0,1.5
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Bahadurpura,0.0,9.4,26.8,18.8,75.8,0.0,1.5
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Bandlaguda,0.0,15.2,28.9,19.6,69.5,0.0,2.8
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Bandlaguda,0.0,15.2,28.9,19.6,69.5,0.0,2.8
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Charminar,0.0,13.7,28.2,22.0,71.9,0.0,2.8
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Charminar,0.0,13.7,28.2,22.0,71.9,0.0,2.8
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Golkonda,0.0,9.2,26.5,24.0,89.3,0.0,8.6
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Golkonda,0.0,9.2,26.5,24.0,89.3,0.0,8.6
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Himayatnagar,0.0,13.6,30.4,19.0,64.9,0.0,8.8
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Himayatnagar,0.0,13.6,30.4,19.0,64.9,0.0,8.8
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Khairatabad,0.0,15.6,32.1,17.7,67.6,0.0,9.6
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Khairatabad,0.0,15.6,32.1,17.7,67.6,0.0,9.6
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Khairatabad,0.0,13.8,28.2,22.9,58.2,0.0,7.7
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Khairatabad,0.0,13.8,28.2,22.9,58.2,0.0,7.7
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Marredpally,0.0,15.1,27.8,17.2,62.4,0.0,3.2
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Marredpally,0.0,15.1,27.8,17.2,62.4,0.0,3.2
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Musheerabad,0.0,15.9,32.9,20.9,90.3,0.0,6.7
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Musheerabad,0.0,15.9,32.9,20.9,90.3,0.0,6.7
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Nampally,0.0,12.8,26.6,20.0,67.3,0.0,8.8
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Nampally,0.0,12.8,26.6,20.0,67.3,0.0,8.8
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Saidabad,0.0,9.7,27.7,18.3,73.4,0.0,1.1
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Saidabad,0.0,9.7,27.7,18.3,73.4,0.0,1.1
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Secunderabad,0.0,15.1,32.1,23.0,91.8,0.0,6.7
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Secunderabad,0.0,15.1,32.1,23.0,91.8,0.0,6.7
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Shaikpet,0.0,12.2,28.4,31.3,72.1,0.0,0.3
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Shaikpet,0.0,12.2,28.4,31.3,72.1,0.0,0.3
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Shaikpet ,0.0,10.1,25.9,21.3,87.2,0.0,1.4
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Tirumalagiri,0.0,15.1,28.6,18.5,58.7,0.0,3.2
Hyderabad,2019-01-01,66.79,143.42,15.13,63.82,45.22,13.84,0.94,22.51,31.99,5.59,38.44,4.12,132.0,Moderate,Hyderabad,Tirumalagiri,0.0,15.1,28.6,18.5,58.7,0.0,3.2
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Amberpet,0.0,20.5,29.5,46.1,91.6,0.0,1.2
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Amberpet,0.0,20.5,29.5,46.1,91.6,0.0,1.2
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Ameerpet,0.0,18.6,31.1,32.1,84.8,0.0,2.1
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Ameerpet,0.0,18.6,31.1,32.1,84.8,0.0,2.1
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Asifnagar,0.0,18.9,29.9,38.5,88.8,0.0,0.9
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Asifnagar,0.0,18.9,29.9,38.5,88.8,0.0,0.9
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Bahadurpura,0.0,19.1,30.4,34.3,95.7,0.0,1.6
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Bahadurpura,0.0,19.1,30.4,34.3,95.7,0.0,1.6
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Bandlaguda,0.0,19.0,29.0,36.4,95.7,0.0,1.6
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Bandlaguda,0.0,19.0,29.0,36.4,95.7,0.0,1.6
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Charminar,0.0,19.4,29.1,34.3,92.2,0.0,4.9
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Charminar,0.0,19.4,29.1,34.3,92.2,0.0,4.9
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Golkonda,0.0,16.7,27.4,38.2,93.2,0.0,23.2
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Golkonda,0.0,16.7,27.4,38.2,93.2,0.0,23.2
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Himayatnagar,0.0,18.5,28.3,35.0,86.5,0.6,15.5
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Himayatnagar,0.0,18.5,28.3,35.0,86.5,0.6,15.5
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Khairatabad,0.0,19.0,30.4,40.2,91.4,0.0,10.4
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Khairatabad,0.0,19.0,30.4,40.2,91.4,0.0,10.4
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Khairatabad,0.0,17.9,28.3,36.7,56.2,0.0,12.0
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Khairatabad,0.0,17.9,28.3,36.7,56.2,0.0,12.0
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Marredpally,0.0,20.1,30.0,42.8,96.2,0.0,1.3
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Marredpally,0.0,20.1,30.0,42.8,96.2,0.0,1.3
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Musheerabad,0.0,21.8,32.1,54.3,81.9,0.0,4.8
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Musheerabad,0.0,21.8,32.1,54.3,81.9,0.0,4.8
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Nampally,0.0,18.1,28.2,33.6,94.4,0.6,15.5
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Nampally,0.0,18.1,28.2,33.6,94.4,0.6,15.5
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Saidabad,0.0,18.9,28.6,40.7,99.9,0.0,1.2
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Saidabad,0.0,18.9,28.6,40.7,99.9,0.0,1.2
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Secunderabad,0.0,20.1,32.2,42.8,96.9,0.0,4.8
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Secunderabad,0.0,20.1,32.2,42.8,96.9,0.0,4.8
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Shaikpet,0.0,18.5,27.7,43.6,87.4,0.0,13.1
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Shaikpet,0.0,18.5,27.7,43.6,87.4,0.0,13.1
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Shaikpet ,0.0,18.1,27.4,35.8,93.9,0.0,2.4
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Tirumalagiri,0.0,18.2,29.5,47.9,100.0,0.0,1.3
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate,Hyderabad,Tirumalagiri,0.0,18.2,29.5,47.9,100.0,0.0,1.3
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Amberpet,0.0,22.2,35.8,30.9,88.3,0.1,7.2
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Amberpet,0.0,22.2,35.8,30.9,88.3,0.1,7.2
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Ameerpet,0.0,23.0,34.6,23.5,77.9,0.0,0.1
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Ameerpet,0.0,23.0,34.6,23.5,77.9,0.0,0.1
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Asifnagar,0.0,21.4,34.7,23.0,71.7,0.0,1.8
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Asifnagar,0.0,21.4,34.7,23.0,71.7,0.0,1.8
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Bahadurpura,0.0,25.4,35.4,19.7,90.3,0.0,0.1
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Bahadurpura,0.0,25.4,35.4,19.7,90.3,0.0,0.1
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Bandlaguda,0.0,22.9,34.0,14.9,100.0,0.0,0.1
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Bandlaguda,0.0,22.9,34.0,14.9,100.0,0.0,0.1
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Charminar,0.0,23.2,34.0,19.7,87.2,0.0,4.9
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Charminar,0.0,23.2,34.0,19.7,87.2,0.0,4.9
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Golkonda,0.0,22.0,35.1,23.0,86.1,0.0,15.1
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Golkonda,0.0,22.0,35.1,23.0,86.1,0.0,15.1
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Himayatnagar,0.0,23.1,35.1,23.4,80.1,0.0,12.1
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Himayatnagar,0.0,23.1,35.1,23.4,80.1,0.0,12.1
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Khairatabad,0.0,21.9,34.2,26.2,89.6,0.0,6.4
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Khairatabad,0.0,21.9,34.2,26.2,89.6,0.0,6.4
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Khairatabad,0.0,22.0,34.3,24.1,51.0,0.0,7.2
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Khairatabad,0.0,22.0,34.3,24.1,51.0,0.0,7.2
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Marredpally,0.0,21.4,35.9,22.9,100.0,0.0,1.5
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Marredpally,0.0,21.4,35.9,22.9,100.0,0.0,1.5
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Musheerabad,0.0,22.2,35.9,23.4,82.4,0.0,4.8
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Musheerabad,0.0,22.2,35.9,23.4,82.4,0.0,4.8
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Nampally,0.0,22.8,34.5,19.7,84.2,0.0,12.1
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Nampally,0.0,22.8,34.5,19.7,84.2,0.0,12.1
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Saidabad,0.0,21.6,33.6,30.6,96.9,0.1,7.2
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Saidabad,0.0,21.6,33.6,30.6,96.9,0.1,7.2
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Secunderabad,0.0,21.2,34.3,22.9,90.1,0.0,4.8
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Secunderabad,0.0,21.2,34.3,22.9,90.1,0.0,4.8
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Shaikpet,0.0,22.6,34.9,28.1,85.5,0.0,1.7
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Shaikpet,0.0,22.6,34.9,28.1,85.5,0.0,1.7
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Shaikpet ,0.0,22.4,33.4,21.4,85.3,0.0,1.8
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Tirumalagiri,0.0,21.5,33.0,22.1,100.0,0.0,1.5
Hyderabad,2019-01-03,69.7,146.69,17.18,67.01,48.67,17.38,0.97,13.01,32.47,3.85,29.59,6.34,141.0,Moderate,Hyderabad,Tirumalagiri,0.0,21.5,33.0,22.1,100.0,0.0,1.5
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Amberpet,4.8,26.8,40.0,25.6,54.6,0.0,7.7
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Amberpet,4.8,26.8,40.0,25.6,54.6,0.0,7.7
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Ameerpet,14.0,22.1,40.1,19.7,75.1,0.0,6.9
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Ameerpet,14.0,22.1,40.1,19.7,75.1,0.0,6.9
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Asifnagar,2.5,27.2,39.9,14.3,70.2,0.0,2.7
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Asifnagar,2.5,27.2,39.9,14.3,70.2,0.0,2.7
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Bahadurpura,0.0,30.0,39.1,15.3,46.5,0.0,4.5
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Bahadurpura,0.0,30.0,39.1,15.3,46.5,0.0,4.5
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Bandlaguda,0.0,27.6,39.5,10.2,44.8,0.0,4.5
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Bandlaguda,0.0,27.6,39.5,10.2,44.8,0.0,4.5
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Charminar,1.0,28.7,39.0,15.3,42.9,0.0,5.2
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Charminar,1.0,28.7,39.0,15.3,42.9,0.0,5.2
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Golkonda,0.0,26.3,40.0,17.5,49.7,0.0,10.9
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Golkonda,0.0,26.3,40.0,17.5,49.7,0.0,10.9
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Himayatnagar,8.0,25.8,40.4,16.9,65.0,0.0,13.3
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Himayatnagar,8.0,25.8,40.4,16.9,65.0,0.0,13.3
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Khairatabad,4.8,26.6,40.5,15.8,55.9,0.0,7.8
Hyderabad,2019-01-04,75.25,158.34,13.81,63.58,44.19,18.99,0.88,12.51,34.39,3.3,19.38,4.87,142.0,Moderate,Hyderabad,Khairatabad,4.8,26.6,40.5,15.8,55.9,0.0,7.8
